cell,timestamp_us_since_window_start
baseline-opengl,9402278
baseline-opengl,9427371
baseline-opengl,9452435
baseline-opengl,9477918
baseline-opengl,9502805
baseline-opengl,9528747
baseline-opengl,9552966
baseline-opengl,9587043
baseline-opengl,9612471
baseline-opengl,9638233
baseline-opengl,9662845
baseline-opengl,9686197
baseline-opengl,9711671
baseline-opengl,9734760
baseline-opengl,9762316
baseline-opengl,9786104
baseline-opengl,9812702
baseline-opengl,9836830
baseline-opengl,9863902
baseline-opengl,9887366
baseline-opengl,9922807
baseline-opengl,9947380
baseline-opengl,9971438
baseline-opengl,9997772
candidate-opengl,13375
candidate-opengl,40967
candidate-opengl,67122
candidate-opengl,92692
candidate-opengl,117549
candidate-opengl,144615
candidate-opengl,173508
candidate-opengl,200417
candidate-opengl,226758
candidate-opengl,255044
candidate-opengl,279676
candidate-opengl,316204
candidate-opengl,343765
candidate-opengl,371828
candidate-opengl,397383
candidate-opengl,424077
candidate-opengl,449646
candidate-opengl,480094
candidate-opengl,504789
candidate-opengl,531851
candidate-opengl,556909
candidate-opengl,590109
candidate-opengl,616434
candidate-opengl,650435
candidate-opengl,676076
candidate-opengl,702530
candidate-opengl,730161
candidate-opengl,754987
candidate-opengl,780221
candidate-opengl,809818
candidate-opengl,838775
candidate-opengl,865338
candidate-opengl,891406
candidate-opengl,917410
candidate-opengl,942485
candidate-opengl,969041
candidate-opengl,994108
candidate-opengl,1020958
candidate-opengl,1046003
candidate-opengl,1072071
candidate-opengl,1097117
candidate-opengl,1122675
candidate-opengl,1149498
candidate-opengl,1173746
candidate-opengl,1200410
candidate-opengl,1225972
candidate-opengl,1262056
candidate-opengl,1289175
candidate-opengl,1317228
candidate-opengl,1342290
candidate-opengl,1367403
candidate-opengl,1393548
candidate-opengl,1419451
candidate-opengl,1444440
candidate-opengl,1471515
candidate-opengl,1497289
candidate-opengl,1522946
candidate-opengl,1550603
candidate-opengl,1583257
candidate-opengl,1608820
candidate-opengl,1635089
candidate-opengl,1663421
candidate-opengl,1692246
candidate-opengl,1720810
candidate-opengl,1746862
candidate-opengl,1772425
candidate-opengl,1800608
candidate-opengl,1828745
candidate-opengl,1855848
candidate-opengl,1899961
candidate-opengl,1925524
candidate-opengl,1951605
candidate-opengl,1976803
candidate-opengl,2005373
candidate-opengl,2029926
candidate-opengl,2055985
candidate-opengl,2080211
candidate-opengl,2106940
candidate-opengl,2132281
candidate-opengl,2160257
candidate-opengl,2194998
candidate-opengl,2222451
candidate-opengl,2246013
candidate-opengl,2271958
candidate-opengl,2297015
candidate-opengl,2321579
candidate-opengl,2346147
candidate-opengl,2371697
candidate-opengl,2394750
candidate-opengl,2421311
candidate-opengl,2445865
candidate-opengl,2472301
candidate-opengl,2503877
candidate-opengl,2529510
candidate-opengl,2555061
candidate-opengl,2580105
candidate-opengl,2607167
candidate-opengl,2635234
candidate-opengl,2660067
candidate-opengl,2688364
candidate-opengl,2714704
candidate-opengl,2742276
candidate-opengl,2767833
candidate-opengl,2792418
candidate-opengl,2834380
candidate-opengl,2859932
candidate-opengl,2890617
candidate-opengl,2917233
candidate-opengl,2942795
candidate-opengl,2968278
candidate-opengl,2991335
candidate-opengl,3018916
candidate-opengl,3043462
candidate-opengl,3072031
candidate-opengl,3106947
candidate-opengl,3133512
candidate-opengl,3158066
candidate-opengl,3183621
candidate-opengl,3206722
candidate-opengl,3233268
candidate-opengl,3259347
candidate-opengl,3286905
candidate-opengl,3312478
candidate-opengl,3339137
candidate-opengl,3363677
candidate-opengl,3390740
candidate-opengl,3417337
candidate-opengl,3451717
candidate-opengl,3476727
candidate-opengl,3502966
candidate-opengl,3532206
candidate-opengl,3557961
candidate-opengl,3583486
candidate-opengl,3608540
candidate-opengl,3635137
candidate-opengl,3659195
candidate-opengl,3684753
candidate-opengl,3710311
candidate-opengl,3739390
candidate-opengl,3763618
candidate-opengl,3788673
candidate-opengl,3815741
candidate-opengl,3839486
candidate-opengl,3867537
candidate-opengl,3891612
candidate-opengl,3922263
candidate-opengl,3946823
candidate-opengl,3975388
candidate-opengl,4000892
candidate-opengl,4037427
candidate-opengl,4062637
candidate-opengl,4088879
candidate-opengl,4112929
candidate-opengl,4138497
candidate-opengl,4163340
candidate-opengl,4189381
candidate-opengl,4212434
candidate-opengl,4239237
candidate-opengl,4263152
candidate-opengl,4292298
candidate-opengl,4319369
candidate-opengl,4345567
candidate-opengl,4377782
candidate-opengl,4405350
candidate-opengl,4429918
candidate-opengl,4458528
candidate-opengl,4483585
candidate-opengl,4508440
candidate-opengl,4533498
candidate-opengl,4561357
candidate-opengl,4588928
candidate-opengl,4612470
candidate-opengl,4639039
candidate-opengl,4662594
candidate-opengl,4689186
candidate-opengl,4712737
candidate-opengl,4738850
candidate-opengl,4764908
candidate-opengl,4795198
candidate-opengl,4822757
candidate-opengl,4852873
candidate-opengl,4877940
candidate-opengl,4905022
candidate-opengl,4929307
candidate-opengl,4966886
candidate-opengl,4991375
candidate-opengl,5018481
candidate-opengl,5044050
candidate-opengl,5071814
candidate-opengl,5095377
candidate-opengl,5123581
